Feedback Received Date,Feedback Description,User's Quote,Rating,URLs,Extension,Source,Focus Area,Shared to Airtable by
"December 13, 2019","Hands down, best e-commerce plugin for WordPress","The free, out-of-the-box version offers everything you need to get an online store up and running. It’s my top turn-key solution for creating stores in WordPress.
In addition, there are tons of plugins that handle additional features, which are both made by the same company and other 3rd parties. I’ve had an excellent experience with them all and the prices are usually very fair.",5,https://wordpress.org/support/topic/hands-down-best-e-commerce-plugin-for-wordpress-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 11, 2019",Plugin,"One of the best plugin, with the help of this plugin you can easily build a
E-Commerce website, this plugin gives all the required features like
cart, checkout, payment gate way etc.
	
		This topic was modified 3 years, 11 months ago by davidnadar.",5,https://wordpress.org/support/topic/plugin-232/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 9, 2019","Best WP plugin, that’s all.","Yep, that’s all.",5,https://wordpress.org/support/topic/best-wp-plugin-thats-all/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 6, 2019","Great plugin, even for my small site","Great plugin, but you need to take the time to watch the tutorials or read the documentation to be able to work fast and secure.",5,https://wordpress.org/support/topic/great-plugin-even-for-my-small-site/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 6, 2019",Great Plugin,Good,5,https://wordpress.org/support/topic/great-plugin-23957/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 5, 2019",Excelent Ecommerce,Excellent plugin for ecommerce and with WooCommerce you can sell anything easily.,5,https://wordpress.org/support/topic/excelent-ecommerce/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 5, 2019",TOP,"AMO ESSE PLUGIN.
Uso em todos os meus sites, até sites de serviços.",5,https://wordpress.org/support/topic/top-712/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 5, 2019",perfect,perfect but can be improved more.,5,https://wordpress.org/support/topic/perfect-6650/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 4, 2019",The Ultimate eCommerce Software,"WooCommerce is the standard for all WordPress eCommerce plugins. It’s an amazing piece of software with a ton of useful extensions. If you plan on selling something online, this is the way to do it!",5,https://wordpress.org/support/topic/the-ultimate-ecommerce-software/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 4, 2019",best,woocommerce is best,5,https://wordpress.org/support/topic/best-754/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 3, 2019",Great !!!,Great plugin!,5,https://wordpress.org/support/topic/great-10523/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 3, 2019",Platform Collapsed,"I run a small business via my website.  Constant access to this website is vital.  The occasional inability to access the website is understandable as plugins are updated.  These breaks in accessibility are only very short.
However, My site has collapsed and no member of the public can see any major parts of it.  It is because for some reason WooCommerce has completely disappeared from my dashboard.  Some of the plugins remain, but are useless without the main underlying platform.
I am unable to download the software because it is apparently already downloaded.  WooCommerce would like me to send them a “Status Report” from “WooCommerce which is to be found in your dashboard”.  It is not in my dashboard and therefore I cannot send the status report.  So the online fault reporting form was no good.
My site has been down for days.  I have done everything I can do and now I approach WooCommerce.  They told me to do what I have already done.  I responded within minutes to their email and am now waiting hours for their response.  I need my business up and running.  I do not have time to waste.  There appears to be no sense of urgency with the help desk.  Not a very good service.",3,https://wordpress.org/support/topic/platform-collapsed/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 26, 2019",Best eCommerce Plugin,WooCommerce is like a eCommerce engine. We have been using it for the past several years. Clearly deserves five stars!,5,https://wordpress.org/support/topic/best-ecommerce-plugin-20/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 25, 2019",Great ecommerce plugin,"WooCommerce is the great ecommerce plugin for WordPress and it works fine.
Thank you WooCommerce team.",5,https://wordpress.org/support/topic/great-ecommerce-plugin-9/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 25, 2019",Cool,Cool,5,https://wordpress.org/support/topic/cool-921/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 25, 2019",best for business,best for business,5,https://wordpress.org/support/topic/best-for-business-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 22, 2019","Needed to add an extra field, does what it says",I needed to add an extra field in the checkout. The plugin does what it says.,5,https://wordpress.org/support/topic/needed-to-add-an-extra-field-does-what-it-says/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 19, 2019",Great e-commerce platform,"Great platform, easy install, great integration with PayPal etc.",5,https://wordpress.org/support/topic/great-e-commerce-platform-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 20, 2019",Name the seller with the Add To Cart,"Want to see the seller’s name written with Add to Cart,
When you see the name of the multi-vendor, the buyer can know when he is buying the product.
I do not know if it is there or not.
I need it very fast
Please let me know",2,https://wordpress.org/support/topic/name-the-seller-with-the-add-to-cart/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 14, 2019",Getting worse,Removed option to choice same page for basket and checkout,1,https://wordpress.org/support/topic/getting-worse-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 14, 2019",Adoro <3,"Ferramenta muito boa, falta algumas coisinha para ser perfeita. Porém chegam com o tempo.",5,https://wordpress.org/support/topic/adoro-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 3, 2019",No price by attribute ? !!! Every other e-commerce platform has it!,"As incredible as it is, WooCommerce DOES NOT have the simple option to set a price/cost by attribute.
For example +5$ for “”gift wrapping”
or  +10% for some large size. 
It is only possible with payed plugins, BUT, these plugins create other problems, as they do use the native attributes for pricing, thus, when you need other options, like price by quantity, you cannot combine them. So you get stuck, and go back to Prestashop or Opencart or any other cart system that have these basic options integrated by default. 
Unfortunately, you only get to discover this things after you worked hard to setup your shop and payed for some decent woocommerce theme.  
I will change my rating if you can provide a decent reason (other than offering it in premium plugins)",1,https://wordpress.org/support/topic/no-price-by-attribute-every-other-e-commerce-platform-has-it/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 3, 2019",variable product function does not work,"Zero support. Variable product function does not work at all. 
if you want to sell variations of one product (ie small, medium, large) this won’t work for you. 
Don’t bother trying to get support.",1,https://wordpress.org/support/topic/variable-product-function-does-not-work/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 9, 2019",It’s my go-to e-commerce solution.,"I love the price and the customization options of WooCommerce. Those two facets of WooCommerce alone are worth 4 stars to me. I subtract the 5th star because there are tons of tweaks I like to make to try to get my site to look and behave just right which is very time-consuming. I’ve never gotten a totally perfect final website because so many tweaks take so much time to research and ask for help with that sometimes I will just accept how something looks or works, even if I don’t love it. Learning how to code PHP stuff would probably make tweaking a WordPress.org site a little easier, but I haven’t taken that step yet. For now, I am doing okay by googling things and asking for help in support forums.",4,https://wordpress.org/support/topic/its-my-go-to-e-commerce-solution/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 9, 2019",Best e-commerce solution,"Woocommerce is Best among the all e-commerce solutions
	
		This topic was modified 4 years ago by Jamsheer K.",5,https://wordpress.org/support/topic/best-e-commerce-solution-7/,WooCommerce,.org Product Review,TBD,.org review harvester
